label,vehicle_carlamotors_carlacola,vehicle_dodge_charger_police,vehicle_ford_crown,vehicle_ford_mustang,vehicle_harley-davidson_low_rider,vehicle_jeep_wrangler_rubicon,vehicle_kawasaki_ninja,vehicle_lincoln_mkz_2020,vehicle_mercedes_coupe_2020,vehicle_micro_microlino,vehicle_nissan_micra,vehicle_nissan_patrol,vehicle_tesla_cybertruck,vehicle_volkswagen_t2
vehicle_carlamotors_carlacola,0.8710722,0.009643201,0.01262368,0.00978226,0.011301175,0.00935785,0.009940748,0.011014803,0.008453996,0.010025663,0.007009722,0.011423714,0.008868018,0.009482901
vehicle_carlamotors_carlacola,0.8846419,0.007967998,0.012113631,0.00862178,0.009663969,0.0081642885,0.008844086,0.008887028,0.008224286,0.008675247,0.006581794,0.010344844,0.008062402,0.00920674
vehicle_carlamotors_carlacola,0.87098324,0.009118772,0.012068061,0.00935115,0.0109227905,0.008872399,0.010258674,0.009845528,0.009725328,0.010029235,0.0071729966,0.011482647,0.008889554,0.01127942
vehicle_carlamotors_carlacola,0.86465216,0.009359676,0.012681662,0.009658686,0.011423955,0.009368254,0.010879373,0.010226099,0.010306122,0.010927528,0.007373606,0.011539277,0.009366521,0.012237142
vehicle_carlamotors_carlacola,0.8692127,0.00984208,0.011052475,0.009327713,0.011696021,0.009139169,0.010831565,0.010202191,0.009770142,0.010337755,0.007433047,0.011397132,0.00902853,0.010729465
vehicle_carlamotors_carlacola,0.80587703,0.014913195,0.017009908,0.014303036,0.016230216,0.013343929,0.015551262,0.014763902,0.014034613,0.01535185,0.011265251,0.01628617,0.014218592,0.01685105
vehicle_carlamotors_carlacola,0.79238945,0.016012203,0.02010083,0.014306071,0.016783725,0.014155685,0.016630366,0.015792197,0.0146584995,0.017476754,0.012482845,0.017305935,0.014763411,0.017142016
vehicle_carlamotors_carlacola,0.8392301,0.011774323,0.015338863,0.011844605,0.013591483,0.010828074,0.012891305,0.012141785,0.011107792,0.012507622,0.009518389,0.014443831,0.011374347,0.013407567
vehicle_carlamotors_carlacola,0.8288599,0.014337266,0.016827688,0.012438568,0.014024718,0.011955017,0.013302919,0.013772409,0.01188502,0.01258231,0.0097417245,0.014899729,0.01223575,0.013137019
vehicle_carlamotors_carlacola,0.8139096,0.01751701,0.015842974,0.013104953,0.016277434,0.012655972,0.014837505,0.014204326,0.013752733,0.014503135,0.0115576,0.015526341,0.012483219,0.01382732
vehicle_carlamotors_carlacola,0.83249784,0.011068211,0.014600456,0.0111547215,0.013602128,0.012127053,0.013328168,0.012147388,0.013961353,0.01148991,0.009894758,0.015844772,0.011873517,0.01640963
vehicle_carlamotors_carlacola,0.7777362,0.0143216755,0.018905407,0.014773787,0.020656493,0.017807681,0.016756684,0.016033024,0.0161915,0.014350152,0.010060575,0.02127466,0.015292691,0.025839647
vehicle_carlamotors_carlacola,0.7918249,0.012505235,0.015847942,0.0129665155,0.019260973,0.015717719,0.016055528,0.01452142,0.016207574,0.013771871,0.009756449,0.020242346,0.014094335,0.027227186
vehicle_carlamotors_carlacola,0.79304993,0.013314299,0.017140932,0.013323585,0.019624688,0.015346908,0.016142845,0.014377573,0.015715988,0.013994958,0.010421045,0.017864823,0.014091164,0.025591183
vehicle_carlamotors_carlacola,0.8866473,0.0067650853,0.011528614,0.006748637,0.009140477,0.00770085,0.009107859,0.008095441,0.008102599,0.007465877,0.006786889,0.012053613,0.0075562675,0.012300479
vehicle_carlamotors_carlacola,0.8165868,0.014070467,0.016575107,0.012583873,0.015916888,0.012929123,0.0150540015,0.014389823,0.013213347,0.014759397,0.010671029,0.016295925,0.012676396,0.014277787
vehicle_carlamotors_carlacola,0.8685353,0.009683193,0.012952415,0.009293001,0.011555416,0.0089900335,0.010390378,0.0102113895,0.009107328,0.010072034,0.007570137,0.012359978,0.008843506,0.010435855
vehicle_carlamotors_carlacola,0.83458865,0.011677426,0.01683349,0.011858972,0.013534501,0.0113089355,0.013091455,0.013138144,0.011460217,0.012069757,0.008896918,0.01576466,0.011441407,0.014335425
vehicle_carlamotors_carlacola,0.88667756,0.009144603,0.00983152,0.008207272,0.0101139415,0.007897514,0.009379437,0.009360096,0.00858493,0.010092971,0.00621672,0.009137089,0.007747436,0.0076088216
vehicle_carlamotors_carlacola,0.92177916,0.0059589217,0.007936244,0.00585788,0.007045412,0.005069449,0.0062264698,0.006529994,0.005791003,0.007070121,0.0044922875,0.006256795,0.0052676867,0.0047185547
vehicle_carlamotors_carlacola,0.89230555,0.008515543,0.009056449,0.0076820045,0.010009601,0.007254441,0.008612462,0.009454295,0.007898697,0.009509971,0.005907005,0.008534058,0.007407744,0.007852267
vehicle_carlamotors_carlacola,0.907988,0.0069729676,0.008187743,0.0068698465,0.008076559,0.006099609,0.0075330576,0.0076406053,0.0068877814,0.008020225,0.0054567233,0.007585044,0.0064875167,0.0061943615
vehicle_carlamotors_carlacola,0.86611617,0.010388583,0.011298369,0.009643964,0.012022241,0.009094262,0.011129586,0.0111336475,0.010008636,0.011884019,0.0073488946,0.011109306,0.009073539,0.009748813
vehicle_carlamotors_carlacola,0.8635254,0.010895885,0.010857557,0.009896507,0.012234558,0.009608339,0.011471343,0.011173005,0.011276929,0.011516592,0.007560841,0.011161354,0.009307531,0.009514156
vehicle_carlamotors_carlacola,0.7781734,0.018064108,0.018355545,0.016497564,0.019801935,0.015542301,0.018188389,0.018026428,0.016366512,0.018029492,0.012844538,0.01894914,0.015215159,0.015945483
vehicle_carlamotors_carlacola,0.808914,0.016650002,0.01691561,0.014555752,0.016900731,0.013139908,0.015228318,0.015569423,0.01374179,0.016157648,0.0113547705,0.015218256,0.012756028,0.012897778
vehicle_carlamotors_carlacola,0.82114273,0.015043684,0.013069008,0.012223299,0.01731974,0.011887569,0.014918715,0.0144836465,0.013714318,0.0149154,0.010742044,0.014624143,0.012119037,0.0137966955
vehicle_carlamotors_carlacola,0.81937474,0.015589288,0.012759143,0.012977156,0.017014883,0.01175563,0.015515524,0.014428039,0.014168398,0.015307368,0.010987705,0.014240044,0.012470045,0.013412048
vehicle_carlamotors_carlacola,0.8564623,0.012584703,0.010736918,0.010509655,0.013105891,0.010326932,0.01132344,0.01199509,0.010581577,0.012131121,0.008606063,0.011242116,0.010016296,0.010377847
vehicle_carlamotors_carlacola,0.84177893,0.013517179,0.012066012,0.011310123,0.014869627,0.010734517,0.0129729705,0.013015743,0.011915622,0.013550504,0.009684294,0.012624817,0.010838109,0.011121579
vehicle_carlamotors_carlacola,0.80622375,0.016771324,0.013527535,0.0132714305,0.018811574,0.01250335,0.01659477,0.015732849,0.015300341,0.015463581,0.011395032,0.016611727,0.013003584,0.014789216
vehicle_carlamotors_carlacola,0.8308295,0.015283046,0.011886269,0.0118000135,0.015935807,0.011072662,0.014802459,0.013451648,0.012590354,0.013018453,0.009871177,0.015072898,0.011766054,0.012619703
vehicle_carlamotors_carlacola,0.8967382,0.00851335,0.0076544858,0.0077588456,0.009969683,0.0066748047,0.008592876,0.008065265,0.0081878565,0.007645975,0.005982628,0.0093846135,0.00675931,0.00807217
vehicle_carlamotors_carlacola,0.865173,0.012255861,0.010640008,0.009127678,0.012488223,0.009305677,0.011805916,0.011040826,0.010068239,0.011561934,0.007270508,0.010756952,0.009295344,0.009209823
vehicle_carlamotors_carlacola,0.8420359,0.013983992,0.0115842605,0.0111872135,0.01472695,0.010826193,0.013842482,0.01286102,0.012007406,0.01302625,0.008756939,0.012618817,0.011073604,0.0114689665
vehicle_carlamotors_carlacola,0.88908416,0.010760581,0.008498284,0.007658119,0.010432886,0.0075542675,0.009129626,0.009189283,0.007994435,0.01000955,0.0061872695,0.008410622,0.00771926,0.0073716417
vehicle_carlamotors_carlacola,0.874683,0.011413028,0.009998452,0.008519685,0.01153113,0.008703415,0.010874472,0.010300713,0.009297242,0.010566152,0.0068618,0.009996798,0.008657752,0.00859624
vehicle_carlamotors_carlacola,0.8981007,0.007901006,0.00831823,0.006990507,0.009099402,0.007368749,0.008654375,0.00795665,0.007424914,0.008238228,0.0056108464,0.009007219,0.0072146174,0.008114522
vehicle_carlamotors_carlacola,0.90316576,0.0076828916,0.00835946,0.0069290455,0.008246628,0.006954577,0.008192564,0.007584861,0.007406399,0.008045427,0.005259249,0.008239314,0.0067201923,0.007213669
vehicle_carlamotors_carlacola,0.87807786,0.009459548,0.010576646,0.008972757,0.010633621,0.008397545,0.010433953,0.010128266,0.009598741,0.010383308,0.0061204582,0.009428412,0.008410981,0.009378023
vehicle_carlamotors_carlacola,0.9011979,0.008310549,0.008662959,0.006947645,0.008530734,0.0067222044,0.008404466,0.008039001,0.007987114,0.008438793,0.0051394836,0.0077910917,0.0068758633,0.0069522187
vehicle_carlamotors_carlacola,0.89869636,0.008574337,0.008483895,0.007187544,0.008622562,0.0068861386,0.008363987,0.008312601,0.008283206,0.00846907,0.0054416982,0.007899908,0.0071089948,0.0076697413
vehicle_carlamotors_carlacola,0.87239796,0.009811132,0.010663801,0.009019438,0.011211013,0.009058876,0.010692951,0.01046159,0.010280717,0.01047206,0.006896209,0.009701148,0.008740076,0.010593108
vehicle_carlamotors_carlacola,0.88534087,0.008543141,0.01391678,0.007746177,0.009811669,0.0076486073,0.009312719,0.009086763,0.00841553,0.009249155,0.0064193993,0.009019201,0.007539354,0.007950715
vehicle_carlamotors_carlacola,0.85322917,0.011251588,0.01518834,0.011344449,0.012337757,0.010063737,0.0115492605,0.011686631,0.010769894,0.011446992,0.008258841,0.0119856065,0.010132444,0.010755319
vehicle_carlamotors_carlacola,0.87643707,0.010368572,0.011490116,0.008719447,0.010730268,0.008836012,0.009781227,0.009512165,0.009295085,0.009525254,0.006914514,0.010822645,0.008767183,0.008800485
vehicle_carlamotors_carlacola,0.8322766,0.013398908,0.016519628,0.012175174,0.014113997,0.011396167,0.013801644,0.013284485,0.011936049,0.013559461,0.009194608,0.01413006,0.01202585,0.012187425
